timestamp,open,high,low,close,volume
2018-09-28,298.4800,314.9600,260.5600,264.7700,59326690
2018-09-21,290.0400,305.9800,275.5000,299.1000,44129916
2018-09-14,273.2600,297.3300,271.0000,295.2000,46574892
2018-09-07,296.9400,298.1900,252.2500,263.2400,46043981
2018-08-31,318.0000,322.4400,297.7200,301.6600,40767581
2018-08-24,291.7000,327.3200,288.2000,322.8200,45270370
2018-08-17,361.1300,363.1900,303.5300,305.5000,51574211
2018-08-10,345.4600,387.4600,339.1500,355.4900,92747117
2018-08-03,295.9000,355.0000,286.1300,348.1700,58891866
2018-07-27,301.8400,310.7000,292.5500,297.1800,38011759
2018-07-20,311.7100,325.5000,306.2500,313.5800,31520990
2018-07-13,311.9900,327.6800,308.0000,318.8700,33549263
2018-07-06,360.0700,364.7800,296.2200,308.9000,57384228
2018-06-29,330.1200,357.0200,325.8000,342.9500,37607919
2018-06-22,355.4000,373.7300,332.0000,333.6300,51451989
2018-06-15,322.5100,364.6700,322.5000,358.1700,66829957
2018-06-08,294.3400,330.0000,286.7400,317.6600,52110709
2018-06-01,278.5100,295.0100,276.1500,291.8200,24500433
2018-05-25,281.3300,291.4900,273.4200,278.8500,32165170
2018-05-18,303.3200,304.9400,274.0000,276.8200,34152495
2018-05-11,297.5000,312.9900,295.1700,301.0600,30666799
2018-05-04,293.6100,306.8500,275.2300,294.0900,43745629
2018-04-27,291.2900,294.4700,276.5000,294.0800,23312899
2018-04-20,299.0000,301.0100,282.5100,290.2400,31614738
2018-04-13,300.3700,309.5000,289.2100,300.3400,43693001
2018-04-06,256.2600,309.2800,244.5900,299.3000,87496485
2018-03-29,307.3400,307.5900,248.2100,266.1300,58192993
2018-03-23,316.5000,322.4400,300.4500,301.5400,29609674
2018-03-16,328.6100,347.2100,319.0700,321.3500,34502311
2018-03-09,332.3900,337.7500,321.7400,327.1700,22073470
2018-03-02,353.5000,359.9900,322.9700,335.1200,27095733
2018-02-23,334.4700,354.9900,331.5000,352.0500,19909850
2018-02-16,316.1300,343.1200,306.2500,335.4900,26081845
2018-02-09,337.9700,348.6200,294.7600,310.4200,37630091
2018-02-02,339.8500,359.6600,338.2800,343.7500,23333591
2018-01-26,349.4000,360.5000,335.7100,342.8500,27994444
2018-01-19,337.5400,352.3000,334.8000,350.0200,23886776
2018-01-12,316.0000,344.8100,315.5000,336.2200,32546449
2018-01-05,312.0000,325.2500,305.6800,316.5800,23007314
2017-12-29,323.8300,323.9400,309.5400,311.3500,16989660
2017-12-22,344.9000,346.7300,324.8200,325.2000,26701975
2017-12-15,314.6300,347.4400,313.7500,343.4500,35352540
2017-12-08,306.5000,318.6341,300.0000,315.1300,25748643
2017-12-01,313.2500,320.0000,301.2300,306.5300,26829989
2017-11-24,313.7900,318.2300,304.7500,315.5500,23610531
2017-11-17,300.1300,326.6700,299.1100,315.0500,38582903
2017-11-10,307.0000,308.3600,296.3000,302.9900,26395521
2017-11-03,319.1800,332.6089,292.6300,306.0900,45364011
2017-10-27,349.8800,349.9500,316.6600,320.8700,30650197
2017-10-20,353.7600,363.0000,344.3400,345.1000,23453845
2017-10-13,349.6500,359.7800,342.6700,355.5700,26373796
2017-10-06,342.5200,360.0992,331.2800,356.8800,31277766
2017-09-29,353.1500,357.4690,335.4000,341.1000,31020949
2017-09-22,380.2500,389.6100,350.8800,351.0900,31009283
2017-09-15,351.3500,380.0000,350.0000,379.8100,30198929
2017-09-08,353.8000,355.4900,341.5600,343.4000,15341645
2017-09-01,347.2800,358.4400,338.7500,355.4000,18263329
2017-08-25,345.8200,356.6600,331.8500,348.0500,23663776
2017-08-18,364.6300,367.6600,345.8000,347.4600,21142880
2017-08-11,357.3500,370.0000,352.7500,357.7150,31829875
2017-08-04,335.5000,357.2700,311.2200,356.9100,49258414
2017-07-28,330.2400,347.5000,326.2900,335.0700,33361558
2017-07-21,325.5400,331.6500,313.4500,328.4000,32336986
2017-07-14,312.9000,333.1000,303.1300,327.7800,49530808
2017-07-07,370.2400,371.3500,306.3000,313.2200,56423771
2017-06-30,386.6900,386.9500,354.1000,361.6100,33644720
2017-06-23,375.0000,386.9900,367.8000,383.4500,32351299
2017-06-16,357.9900,384.2500,350.6200,371.4000,51533459
2017-06-09,338.5000,376.8700,334.2100,357.3200,53112475
2017-06-02,326.0000,344.8800,325.7600,339.8500,30676943
2017-05-26,312.8000,325.4900,303.4800,325.1400,26126331
2017-05-19,318.3800,320.2000,305.3100,310.8300,28595930
2017-05-12,310.9000,327.0000,305.8200,324.8100,31066200
2017-05-05,314.8800,327.6599,290.7601,308.3500,42126055
2017-04-28,309.2200,314.8000,305.8600,314.0700,23806017
2017-04-21,302.7000,309.1500,297.9000,305.6000,21731566
2017-04-13,309.1500,313.7299,295.3000,304.0000,28724351
2017-04-07,286.9000,304.8800,284.5800,302.5400,41987629
2017-03-31,260.6000,282.0000,259.7500,278.3000,25337622
2017-03-24,260.6000,264.8000,250.2400,263.1600,23549643
2017-03-17,244.8200,265.7500,242.7810,261.5000,29581526
2017-03-10,247.9100,253.8900,243.0000,243.6900,17489184
2017-03-03,248.1700,254.8500,242.0100,251.5700,28629510
2017-02-24,275.4500,283.4500,250.2000,257.0000,37518597
2017-02-17,270.7400,287.3900,264.1500,272.2300,32657156
2017-02-10,251.0000,271.1800,250.6300,269.2300,23180267
2017-02-03,252.5300,255.8900,247.1000,251.3300,16562505
2017-01-27,245.8500,258.4600,245.5000,252.9500,22693209
2017-01-20,236.7000,248.6800,234.3700,244.7300,20323067
2017-01-13,228.9700,237.8500,225.5800,237.7500,21173453
2017-01-06,214.8600,230.3100,210.9600,229.0100,28576313
2016-12-30,214.8800,223.8000,211.6800,213.6900,18385776
2016-12-23,202.4900,213.4500,199.8400,213.3400,21166336
2016-12-16,192.8000,203.0000,191.0400,202.4900,20430143
2016-12-09,182.5100,193.8360,182.5100,192.1800,18842365
2016-12-02,195.4800,199.3500,180.0000,181.4700,21684267
2016-11-25,185.0400,197.2372,183.7100,196.6500,17222395
2016-11-18,188.0000,193.0000,178.1900,185.0200,23986074
2016-11-11,193.5900,197.4900,180.4200,188.5600,26049602
2016-11-04,202.4900,202.4900,185.9600,190.5600,23804757
2016-10-28,201.0000,213.7000,199.8300,199.9700,28203302
2016-10-21,197.0500,206.6600,192.0000,200.0900,25242017
2016-10-14,201.3500,204.1400,196.3000,196.5100,14380671
2016-10-07,212.3000,215.6688,195.8000,196.6100,19615327
2016-09-30,206.5000,211.0000,199.5500,204.0300,13169214
2016-09-23,207.0000,210.1800,201.5600,207.4500,12631620
2016-09-16,195.0000,205.7000,193.4500,205.4000,15756694
2016-09-09,199.0200,206.4968,193.7000,194.4700,15166433
2016-09-02,220.1500,220.4000,196.2000,197.7800,23632295
2016-08-26,224.1700,228.4900,218.8200,219.9900,13422115
2016-08-19,226.0200,229.5000,222.2900,225.0000,9462599
2016-08-12,228.0000,231.5375,223.4100,225.6100,10504194
2016-08-05,235.5000,236.6300,221.4000,230.0300,19190687
2016-07-29,222.2700,235.2800,221.3715,234.7900,16299604
2016-07-22,219.6400,229.8000,218.3000,222.2700,16103961
2016-07-15,219.9600,227.5000,219.5100,220.4000,18483131
2016-07-08,209.7300,219.8100,208.0000,216.7800,17782007
2016-07-01,190.8600,218.2400,187.8700,216.5000,29670715
2016-06-24,219.5000,223.7500,189.7300,193.1500,48984154
2016-06-17,219.5000,225.7700,212.5300,215.4700,16234590
2016-06-10,218.0000,240.8450,215.4500,218.7900,24953754
2016-06-03,223.0400,224.7497,216.8900,218.9900,10033499
2016-05-27,219.8700,225.9300,215.1800,223.0400,18971633
2016-05-20,208.1500,220.5500,204.0200,220.2800,27283909
2016-05-13,215.7200,216.1500,203.6572,207.6100,20482120
2016-05-06,241.5000,243.1900,208.1100,214.9300,33786680
2016-04-29,253.0100,257.3800,237.8100,240.7600,18032772
2016-04-22,252.2300,258.3100,241.2510,253.7500,22392325
2016-04-15,251.0000,258.9900,243.6300,254.5100,27735047
2016-04-08,249.1200,269.3400,240.0000,250.0700,51349611
2016-04-01,231.6100,247.9000,225.0000,237.5900,35983378
2016-03-24,235.3400,239.8800,215.0000,227.7500,19533551
2016-03-18,212.6500,234.4800,210.6400,232.7400,19257545
2016-03-11,197.6800,213.2900,197.4000,207.5000,21059948
2016-03-04,192.4000,204.0300,181.5000,201.0400,27391628
